Date,Open,High,Low,Close,Adj Close,Volume,Returns,Daily_Return,SP500,T10Y3M,DGS10,DEXUSEU,CBBTCUSD,T10YIE,VIXCLS,DAAA,AMERIBOR,T5YIE,BAMLH0A0HYM2,DGS1,RSI_14,OBV,Close_EMA_50,ROC_10,Momentum_10,SMA_50,SMA_200,VIX_Close
2021-07-22,510.2099914550781,513.6799926757812,507.0,511.7699890136719,511.7699890136719,4328100.0,-1.860015869140625,-0.003627887498092619,4367.48,1.22,1.27,1.1771,32327.95,2.28,17.69,2.54,0.11661017,2.46,3.24,0.07,28.097972971461033,-16692300.0,519.1551343743056,-3.5778921551265386,-18.990020751953125,509.09460021972654,515.3037495422363,17.690000534057617
2021-07-23,512.1599731445312,517.4099731445312,504.6600036621094,515.4099731445312,515.4099731445312,3820500.0,3.639984130859375,0.0070873644376563405,4411.79,1.25,1.3,1.1761,33700.0,2.35,17.2,2.57,0.09798077000000001,2.53,3.22,0.07,31.74160310792071,-12871800.0,519.0082653064713,-3.8378312761288003,-20.57000732421875,509.66899963378904,515.5309994506836,17.200000762939453
2021-07-26,514.3800048828125,521.1300048828125,509.010009765625,516.489990234375,516.489990234375,2254500.0,1.08001708984375,0.0020932600494916187,4422.3,1.24,1.29,1.181,37269.12,2.4,17.58,2.56,0.11494071,2.59,3.21,0.08,32.75271460011602,-10617300.0,518.9095094212911,-3.874859470104741,-20.82000732421875,510.0971997070312,515.6766993713379,17.579999923706055
2021-07-27,518.0800170898438,521.9500122070312,512.0499877929688,518.9099731445312,518.9099731445312,2759000.0,2.41998291015625,0.00467449758995464,4401.46,1.2,1.25,1.1831,39381.82,2.38,19.36,2.53,0.10380165,2.55,3.27,0.07,37.760209683765545,-7858300.0,518.9095276065162,-4.02641485280636,-21.77001953125,510.77579895019534,515.8153991699219,19.360000610351562
2021-07-28,521.8200073242188,524.469970703125,516.97998046875,519.2999877929688,519.2999877929688,2390500.0,0.3900146484375,0.0007513213732446289,4400.64,1.21,1.26,1.1809,40031.56,2.41,18.31,2.52,0.10607514,2.57,3.26,0.07,41.16285746559482,-5467800.0,518.9248397706908,-5.228583588978497,-28.6500244140625,511.4285986328125,516.0588491821289,18.309999465942383
2021-07-29,519.9600219726562,520.780029296875,513.7899780273438,514.25,514.25,1736000.0,-5.04998779296875,-0.009772198810502175,4419.15,1.22,1.28,1.1886,40024.94,2.43,17.7,2.51,0.09919532,2.58,3.23,0.08,33.19936199630976,-7203800.0,518.7415127208598,-5.2859400611059755,-28.70001220703125,511.84619873046876,516.2646992492676,17.700000762939453
2021-07-30,512.6900024414062,519.7899780273438,510.9599914550781,517.5700073242188,517.5700073242188,2537100.0,3.32000732421875,0.006435267310526349,4395.26,1.18,1.24,1.1864,42188.95,2.4,18.24,2.51,0.09664733,2.56,3.26,0.07,35.19354782591179,-4666700.0,518.6955713327562,-2.4023665955811735,-12.739990234375,512.418798828125,516.4381492614746,18.239999771118164
2021-08-02,519.0,519.8499755859375,510.510009765625,515.1500244140625,515.1500244140625,2096600.0,-2.41998291015625,-0.0046866280603738986,4387.16,1.15,1.2,1.1873,39146.69,2.37,19.46,2.48,0.09780488,2.51,3.36,0.07,30.573781759883488,-6763300.0,518.5565302771212,-3.2182317464438226,-17.1300048828125,512.9961993408203,516.5606494140625,19.459999084472656
2021-08-03,514.3900146484375,515.6300048828125,505.3699951171875,510.82000732421875,510.82000732421875,2579400.0,-4.33001708984375,-0.008440875785368895,4423.15,1.14,1.19,1.1859,38207.27,2.38,18.04,2.49,0.09440594000000001,2.51,3.42,0.07,20.42380338867686,-9342700.0,518.2531372201446,-3.8094305496221392,-20.22998046875,513.458599243164,516.6473493957519,18.040000915527344
2021-08-04,513.0,517.97998046875,510.3699951171875,517.3499755859375,517.3499755859375,2039400.0,6.52996826171875,0.012702288862497468,4402.66,1.14,1.19,1.1841,39730.0,2.35,17.97,2.49,0.10512108,2.5,3.42,0.07,30.09329923720351,-7303300.0,518.2177191168423,0.7242510499311239,3.719970703125,513.7721984863281,516.7339492797852,17.969999313354492
2021-08-05,517.1300048828125,525.4099731445312,514.02001953125,524.8900146484375,524.8900146484375,2556700.0,7.5400390625,0.014469163876205116,4429.1,1.18,1.23,1.1838,40893.75,2.33,17.28,2.5,0.11272321,2.46,3.37,0.08,45.42231739479181,-4746600.0,518.4793777651402,2.563656704460482,13.120025634765625,514.3121984863282,516.7208493041992,17.280000686645508
2021-08-06,524.0,526.8400268554688,519.3900146484375,520.5499877929688,520.5499877929688,1919800.0,-4.34002685546875,-0.00830282326604781,4436.52,1.25,1.31,1.1761,42827.76,2.37,16.15,2.58,0.10477157000000001,2.5,3.32,0.09,40.47423381484668,-6666400.0,518.5605781583884,0.9972672079040512,5.1400146484375,514.6651983642578,516.8082992553711,16.149999618530273
2021-08-09,521.1500244140625,522.6699829101562,517.989990234375,519.969970703125,519.969970703125,1367800.0,-0.58001708984375,-0.0011148602103858707,4432.35,1.27,1.33,1.1749,46208.5,2.37,16.72,2.6,0.10353591000000001,2.5,3.34,0.08,40.90609890253017,-8034200.0,518.6158484542603,0.6737750071730941,3.47998046875,515.0377978515625,516.8048989868164,16.719999313354492
2021-08-10,520.0,520.7899780273438,512.969970703125,515.8400268554688,515.8400268554688,1960500.0,-4.12994384765625,-0.007974369320286279,4436.75,1.31,1.36,1.1722,45565.76,2.4,16.79,2.62,0.10293785,2.53,3.32,0.08,52.31998923587528,-9994700.0,518.5069927052881,-0.5916144317787864,-3.0699462890625,515.3073986816406,516.8547491455079,16.790000915527344
2021-08-11,517.0,519.5700073242188,509.7699890136719,512.4000244140625,512.4000244140625,1673900.0,-3.44000244140625,-0.006691074270762876,4447.7,1.3,1.35,1.1737,45482.95,2.42,16.06,2.66,0.1048366,2.55,3.37,0.08,50.64014987786145,-11668600.0,518.267503752691,-1.3287047065475899,-6.89996337890625,515.4781994628906,516.7434494018555,16.170000076293945
2021-08-12,511.8599853515625,513.0,507.20001220703125,510.7200012207031,510.7200012207031,1685700.0,-1.680023193359375,-0.003284120457519357,4460.83,1.3,1.36,1.1736,44454.37,2.41,15.59,2.66,0.11227912,2.55,3.34,0.09,45.03706995270263,-13354300.0,517.9715232612405,-0.6864363207188862,-3.529998779296875,515.6363995361328,516.6380995178223,15.59000015258789
2021-08-13,512.6400146484375,521.4400024414062,511.510009765625,515.9199829101562,515.9199829101562,2177700.0,5.199981689453125,0.01013018436558255,4468.0,1.23,1.29,1.1796,47765.41,2.37,15.45,2.58,0.10184056,2.52,3.36,0.08,49.44519429784018,-11176600.0,517.8910706984528,-0.3188021698925181,-1.6500244140625,515.9699993896485,516.5204994201661,15.449999809265137
2021-08-16,515.239990234375,523.3800048828125,512.2999877929688,517.9199829101562,517.9199829101562,2032800.0,2.0,0.003869075603727623,4479.71,1.2,1.26,1.1776,45930.71,2.36,16.12,2.54,0.10992779999999999,2.5,3.38,0.08,49.0284690901032,-9143800.0,517.8922045106765,0.537699381698431,2.76995849609375,516.539799194336,516.3396492004395,16.1200008392334
