Date,Open,High,Low,Close,Adj Close,Volume,Returns,Daily_Return,SP500,T10Y3M,DGS10,DEXUSEU,CBBTCUSD,T10YIE,VIXCLS,DAAA,AMERIBOR,T5YIE,BAMLH0A0HYM2,DGS1,RSI_14,OBV,Close_EMA_50,ROC_10,Momentum_10,SMA_50,SMA_200,VIX_Close
2020-12-22,527.6900024414062,530.4000244140625,520.5,527.3300170898438,527.3300170898438,1906600.0,-1.5799560546875,-0.002991663348643314,3687.26,0.84,0.93,1.2172,23839.99,1.94,24.23,2.23,0.08571632,1.92,4.12,0.09,62.02913869604856,-1733900.0,504.22333930838823,2.8615543857130055,14.6700439453125,503.78159912109373,461.00494995117185,24.229999542236328
2020-12-23,524.760009765625,526.3200073242188,514.2000122070312,514.47998046875,514.47998046875,2393200.0,-12.85003662109375,-0.024669927071728992,3690.01,0.87,0.96,1.2194,23196.57,1.97,23.31,2.28,0.08036402000000001,1.93,4.07,0.09,57.959447200497955,-4127100.0,504.62556053036326,4.230140621362866,20.879974365234375,503.4353991699219,461.73219985961913,23.309999465942383
2020-12-29,519.9000244140625,536.5499877929688,515.47998046875,530.8699951171875,530.8699951171875,4022400.0,11.75,0.02238210007135777,3727.04,0.84,0.94,1.2252,27407.85,1.96,23.08,2.25,0.0762347,1.9,3.85,0.11,70.49513981194836,-1248700.0,506.5599843242737,2.13358828643615,29.779998779296875,503.2639990234375,462.4812998962402,23.079999923706055
2020-12-30,530.1300048828125,533.260009765625,523.6900024414062,524.5900268554688,524.5900268554688,1876300.0,-6.27996826171875,-0.011900104676572987,3732.04,0.85,0.93,1.228,28934.56,1.96,22.77,2.22,0.08950228,1.92,3.87,0.12,61.892431673594935,-3125000.0,507.26704481569317,-0.04572723101962106,21.370025634765625,502.6739990234375,463.2604000854492,22.770000457763672
2020-12-31,525.530029296875,545.5,523.1500244140625,540.72998046875,540.72998046875,5392300.0,16.13995361328125,0.030302986059218995,3756.07,0.84,0.93,1.223,29026.97,1.99,22.75,2.23,0.10128276,1.95,3.86,0.1,67.74901100622773,2267300.0,508.5793168020876,1.4693105077817847,18.30999755859375,502.6595983886719,464.0450999450684,22.75
2021-01-05,521.5499877929688,526.780029296875,515.8900146484375,520.7999877929688,520.7999877929688,3133900.0,-2.05999755859375,-0.0039476463346987956,3726.86,0.87,0.96,1.2295,34131.23,2.03,25.34,2.28,0.08700794,2.01,3.92,0.1,56.55054060271452,-866600.0,509.61769005136983,-1.2383192849350855,1.01995849609375,502.23679809570314,464.7851998901367,25.34000015258789
2021-01-06,511.9700012207031,513.0999755859375,499.5,500.489990234375,500.489990234375,5346200.0,-20.30999755859375,-0.039778468431795666,3748.14,0.95,1.04,1.229,36979.81,2.06,25.07,2.36,0.08300897,2.04,3.8,0.11,37.46972321699073,-6212800.0,509.25974103893867,-2.719248710441269,-24.34002685546875,501.63079833984375,465.44279983520505,25.06999969482422
2021-01-07,508.2799987792969,516.4400024414062,506.4200134277344,508.8900146484375,508.8900146484375,3686400.0,8.4000244140625,0.016644312937253325,3803.79,0.99,1.08,1.2265,39573.39,2.09,22.37,2.46,0.08707395,2.09,3.78,0.11,42.484178515363475,-2526400.0,509.2452419648014,-0.9883760422302434,-24.010009765625,501.19419921875,466.2547999572754,22.3700008392334
2021-01-08,511.30999755859375,513.239990234375,504.510009765625,510.3999938964844,510.3999938964844,2973900.0,1.509979248046875,0.0029628081114649873,3824.68,1.05,1.13,1.2252,40666.72,2.06,21.56,2.48,0.08762821,2.07,3.76,0.1,46.4430433616987,447500.0,509.29052635427917,-0.6945885966366472,-24.050018310546875,500.89379943847655,466.98614990234375,21.559999465942383
2021-01-11,507.8399963378906,510.7300109863281,497.95001220703125,499.1000061035156,499.1000061035156,3806200.0,-11.29998779296875,-0.02238823136767465,3799.61,1.07,1.15,1.2169,35474.31,2.06,24.08,2.48,0.08326371,2.04,3.82,0.1,41.48828450663559,-3358700.0,508.8908981091512,-3.8565243492793,-29.809967041015625,501.0947998046875,467.7320498657227,24.079999923706055
2021-01-12,500.0,501.0899963378906,485.6700134277344,494.25,494.25,5990400.0,-4.850006103515625,-0.009765026653880682,3801.19,1.06,1.15,1.2168,33968.43,2.08,23.33,2.5,0.08657382,2.06,3.85,0.11,45.48188147962103,-9349100.0,508.31674524212565,-6.898109792229601,-33.08001708984375,501.27519958496094,468.62704986572265,23.329999923706055
2021-01-13,495.5,512.3499755859375,493.010009765625,507.7900085449219,507.7900085449219,5032100.0,13.540008544921875,0.027026531061176584,3809.84,1.01,1.1,1.2159,37520.66,2.06,22.21,2.43,0.08159794000000001,2.04,3.82,0.12,53.40129695049349,-4317000.0,508.29608890105885,-3.202504327284039,-6.689971923828125,501.66539978027345,469.48449996948244,22.209999084472656
2021-01-14,507.3500061035156,514.5,499.5799865722656,500.8599853515625,500.8599853515625,4177400.0,-6.930023193359375,-0.013741401442318057,3795.54,1.06,1.15,1.2156,39171.12,2.09,23.25,2.54,0.08146315,2.09,3.73,0.1,49.81080098395332,-8494400.0,508.00447699715704,-7.373364998668064,-30.010009765625,501.9177996826172,470.4945999145508,23.25
2021-01-15,500.0,506.32000732421875,495.1000061035156,497.9800109863281,497.9800109863281,5895800.0,-2.879974365234375,-0.005766654032177243,3768.25,1.02,1.11,1.2099,36868.39,2.1,24.34,2.46,0.07929986,2.09,3.74,0.1,48.456823283359746,-14390200.0,507.61136068300686,-7.905973596167648,-26.610015869140625,502.09880004882814,471.38574996948245,24.34000015258789
2021-01-21,582.4500122070312,588.75,570.4000244140625,579.8400268554688,579.8400268554688,11802100.0,-6.5,-0.011147622173456995,3853.07,1.03,1.12,1.2143,30647.26,2.1,21.32,2.53,0.08506871,2.18,3.65,0.1,66.33099524574281,6445200.0,513.190443205183,13.942111294136206,39.11004638671875,503.97080078125,472.70760009765627,21.31999969482422
